,wavelength,silver,aluminium,aluminium oxide,gold,glass,cobalt,chromium,copper,gallium nitride,indium tin oxide,magnesium oxide,nickel,polyethylene,platinum,quartz,silicon,silicon nitride,silicon oxide,titanium,tin oxide,tungsten,air,caesium,iron,lead,lithium,pva,pvc,pvp,zinc,pmma,spr350
21,505,(0.12990214017985308+2.9633207136625526j),(0.7853721954504732+6.137257329565228j),(1.775909263679941+0j),(0.7710356137190413+1.942069857354307j),(1.521108722978139+4.4938414880374996e-07j),(2.056187220961851+3.748736019391474j),(2.8224422745475635+3.3152567262189474j),(1.1321867973608626+2.5871171311658854j),(2.4289832716629918-0.00018752089150821325j),(1.9667375431098313+0.043509601958746154j),(1.7449000000000001+0j),(1.686563753521583+2.9873150782962234j),(1.5061000000000002+0j),(1.986753906014743+3.4776807412928146j),(1.5484000000000002+0j),(4.2716647756830115+0.06686631047292438j),(2.041229741219772-3.684273035119705e-21j),(1.4621+0j),(1.7922286890724166+2.4227782262880857j),(3.0211887304636496-3.0632785413200166e-13j),(3.4154172942505014+2.703442126762752j),(1+0j),(0.27686305857658566+0.823577780696006j),(2.7795047339170273+2.8941882012489j),(0.5077006740547647+5.119833860472209j),(0.1623466691740305+2.3439466659446295j),(1.486075846225068+0j),(1.5480367019150312+1.7094237909991493e-06j),(1.5338442027917187+0.0026002480591009883j),(0.8087244406319369+4.55075235062729j),(1.4898330926923955+2.209865359203259e-07j),(1.5993652244775296+0j)
22,510,(0.12991482072850213+3.0099209086217167j),(0.8026133780822478+6.197829460639571j),(1.7727806078793407+0j),(0.6969497101978877+2.01328663787627j),(1.520805379019589+4.4801967098613347e-07j),(2.0859+3.7772j),(2.8580435285097385+3.3230469422118762j),(1.1286998055290751+2.5973516557523197j),(2.4253184250294577-0.00022430245883613535j),(1.9613000000000003+0.04395033999999999j),(1.7443+0j),(1.6966681516069635+3.018827333179776j),(1.5057819762028388+0j),(2.0039668533957538+3.5065779417364134j),(1.5481+0j),(4.2457052862300335+0.06747941670853072j),(2.0402+2.350988701644575e-38j),(1.4618000000000002+0j),(1.799110042939354+2.4433331828150897j),(3.0138+5.9164567891575885e-30j),(3.4341944465839385+2.7116636494683615j),(1+0j),(0.274095835955714+0.8422086311666116j),(2.805902280314655+2.899952104532375j),(0.5211801762232957+5.1784583014314j),(0.15919731213464933+2.3750813885349578j),(1.485567082248401+0j),(1.5476099999999997+1.75e-06j),(1.533329166517485+0.0025593586249953114j),(0.8215776939461699+4.598585621015042j),(1.48946+2.1599999999999998e-07j),(1.5986730317931803+0j)
23,515,(0.12997502299319258+3.055418788012441j),(0.8202434607275151+6.259779884872675j),(1.7705244790219092+0j),(0.6281678560466695+2.0927240833619787j),(1.5204206111415859+4.4635779022225436e-07j),(2.114490402033728+3.8088564310377264j),(2.896959550999416+3.3286819886833525j),(1.122712046025303+2.6041841071491403j),(2.421820246807292-0.0002129435220696316j),(1.9559531116459798+0.044410623215824944j),(1.7438000000000002+0j),(1.706788912768935+3.0498535422554247j),(1.5054726111111387+0j),(2.0210563389625853+3.5349903480396447j),(1.5478+0j),(4.22236395125905+0.05960336458756553j),(2.0392402582124367+6.321213178555686e-22j),(1.4615+0j),(1.8071888695943188+2.4636476822435593j),(3.0069028942174265+5.255755070375721e-14j),(3.4503241208374744+2.716672709506141j),(1+0j),(0.2716823516330423+0.8599253260219538j),(2.831655910813519+2.9048817899927863j),(0.535103870310147+5.237211731622066j),(0.15630700557063737+2.4041477839389707j),(1.48507307643076+0j),(1.5472441958062726+1.7866298287162847e-06j),(1.5328347246241167+0.0025199891724525855j),(0.8345774194565279+4.646242447995479j),(1.4891265529854318+2.155704106037543e-07j),(1.5980024697891617+0j)
24,520,(0.13005635162946144+3.098108438134759j),(0.8384218159636097+6.323618579922766j),(1.7692033985189706+0j),(0.568201231373348+2.180964356252556j),(1.520159174206975+4.4425081054207795e-07j),(2.142023311541329+3.8396193481511256j),(2.939448857961821+3.3320919218062706j),(1.1135078432945984+2.604344747943194j),(2.4184979029110742-0.0001600565781005858j),(1.9507000000000003+0.04488888j),(1.7433000000000003+0j),(1.7161278422772726+3.0798950274089214j),(1.5051720460021485+0j),(2.0373911535039544+3.563046811462805j),(1.5475000000000005+0j),(4.199907081623752+0.056808993688154924j),(2.0383000000000004-2.204051907791789e-38j),(1.4613000000000003+0j),(1.8165095741238955+2.483639646645695j),(3-1.3805065841367707e-30j),(3.4643716476994975+2.7194197159146944j),(1+0j),(0.26962260560857043+0.876727865262033j),(2.8554699447880214+2.9092073750401064j),(0.5494717563153186+5.296094151044212j),(0.15344810140430712+2.432691094890572j),(1.4845931349111843+0j),(1.5469200000000003+1.83e-06j),(1.5323598649781403+0.0024818845500905063j),(0.8477236171630107+4.693722831568603j),(1.4887599999999999+2.17e-07j),(1.5973526366885265+0j)
25,525,(0.13012564503007737+3.138300093273074j),(0.8571236087726095+6.388170600301273j),(1.7688173663705244+0j),(0.5165954403333313+2.2764369613152686j),(1.5198858372489306+4.429279902283454e-07j),(2.1685876360044682+3.863889988579179j),(2.9855114493969523+3.3332767415806295j),(1.1008633763258981+2.598796967157321j),(2.415409351057839-0.00010745362729108949j),(1.94554378701429+0.04538353874630416j),(1.7428+0j),(1.724791615144885+3.109042553475572j),(1.5048811285393529+0j),(2.0530202542329885+3.5907138045177476j),(1.5472+0j),(4.178634181718193+0.05359475923044865j),(2.0373287095056063-1.0845487201370742e-22j),(1.461+0j),(1.8270721565280839+2.5033090760214964j),(2.99259390423179-9.017450090541524e-15j),(3.4776555037341725+2.720222006672412j),(1+0j),(0.2679165978822984+0.8926162488868484j),(2.8773443822381664+2.912928859674337j),(0.5643337328804404+5.355056733673163j),(0.1507162924456145+2.4605578636912626j),(1.4841270353211142+0j),(1.5466181232473333+1.8907972367031433e-06j),(1.5319035828693+0.0024450022326786896j),(0.8610150384431324+4.741028147321771j),(1.4882875893950143+2.1759100045714824e-07j),(1.5967226775826844+0j)
26,530,(0.1300358994744596+3.1778717518667245j),(0.8762031925469838+6.4481268715643365j),(1.7692643083840667+0j),(0.4705517492961514+2.3720678885350064j),(1.5196123161560222+4.4156217514360866e-07j),(2.1958510294329283+3.88459905077728j),(3.0342361394142032+3.332437730560707j),(1.0839248390192568+2.5928505998553355j),(2.412564761989018-6.247207121782578e-05j),(1.9405000000000001+0.04589323j),(1.7423+0j),(1.733480464539387+3.137845456162734j),(1.5046+0j),(2.068333197929504+3.6178026595421784j),(1.547+0j),(4.158584922374056+0.042897251115487124j),(2.0364-1.285696946211877e-39j),(1.4608+0j),(1.83874839782159+2.5227770425043983j),(2.9850000000000003-3.0814879110195774e-31j),(3.489572276617693+2.719923813677474j),(1+0j),(0.2665643284542263+0.9075904768964005j),(2.897279223163952+2.9160462438954777j),(0.5804666249055592+5.413339353170895j),(0.14858410836118868+2.486725794239633j),(1.483673863478693+0j),(1.54626+1.9600000000000003e-06j),(1.531464932864509+0.002409342220217137j),(0.8744322446707828+4.788179810477462j),(1.48788+2.1800000000000002e-07j),(1.596111781523478+0j)
27,535,(0.12973620563084237+3.217126981150623j),(0.895665737466077+6.503401275547032j),(1.7697324709812254+0j),(0.42987496222580535+2.4666973669602843j),(1.5193388309059779+4.401937124685233e-07j),(2.2278886800192286+3.908992290479538j),(3.0785350147153543+3.3311406211704484j),(1.0624565179408014+2.587197859394727j),(2.4099641357046098-2.5111909880794712e-05j),(1.93558416626828+0.04641658430635012j),(1.7417999999999998+0j),(1.7423107792725765+3.166394067852107j),(1.5043286603840895+0j),(2.083378555027856+3.6442493933204987j),(1.5467000000000002+0j),(4.137667042911535+0.04556459101866678j),(2.035587484753926+1.8607914226675737e-23j),(1.4606000000000001+0j),(1.8505409109066597+2.5429853394139257j),(2.977533680391832+1.5471498394919376e-15j),(3.4981554438973275+2.719932422138828j),(1+0j),(0.2655657936120927+0.921650565050919j),(2.9152744675653786+2.918559527703528j),(0.5981364814534693+5.47068167944265j),(0.1470748948703501+2.51146004867576j),(1.483233498499967+0j),(1.5457670647097284+2.0285867510648563e-06j),(1.5310430259202625+0.002374904512705847j),(0.887968578453468+4.835185155378166j),(1.4877079106444835+2.1888358665335632e-07j),(1.595519178824779+0j)
28,540,(0.1287747176887238+3.257005274992438j),(0.9158035762560891+6.561073710563715j),(1.7700468266666591+0j),(0.39634634742927133+2.5561484932798972j),(1.5190649900694795+4.3882116963687265e-07j),(2.2628155196002715+3.9361218147378443j),(3.116907936664675+3.3297167966539094j),(1.0346697853425397+2.5821805336605914j),(2.4076074722046146+4.626856720003822e-06j),(1.9308000000000003+0.04695242j),(1.7413+0j),(1.751677457852955+3.194984599520682j),(1.5040671096916212+0j),(2.0981505493375456+3.669492978389516j),(1.5464000000000002+0j),(4.119779243680682+0.04757097407271142j),(2.0348+9.183549615799121e-41j),(1.4603+0j),(1.862238601367042+2.564133294886025j),(2.9700000000000006-2.1570415377137042e-32j),(3.5021828633947303+2.721241393107076j),(1+0j),(0.26477682060566976+0.9354085919469579j),(2.9306486743225757+2.9214402789341483j),(0.6173433025241706+5.527083712488428j),(0.14577070096295655+2.5397309269639035j),(1.4828052126200002+0j),(1.54533+2.0900000000000003e-06j),(1.5306370394038913+0.0023416577263158937j),(0.9016240397911878+4.882044182023879j),(1.48759+2.2099999999999998e-07j),(1.5949441385561258+0j)
29,545,(0.12700635811281316+3.2978082837595597j),(0.9367067612872417+6.623325121705356j),(1.7702073754403687+0j),(0.3705146201842721+2.6391345828032517j),(1.5187916508605+4.375529970809028e-07j),(2.291578794669273+3.9604026521822187j),(3.1493549052621663+3.3281662570110924j),(0.99999035305094+2.577908363061736j),(2.4054947714890327+2.674422858456975e-05j),(1.9261512153760312+0.04749955541559514j),(1.7409+0j),(1.7617072933169342+3.2237121578563364j),(1.5038137002764007+0j),(2.112647326253614+3.6933532814389345j),(1.5462+0j),(4.101675184833132+0.04400112717827927j),(2.0339463819708383-3.192613346347031e-24j),(1.4601+0j),(1.8738414692027374+2.5862209089206964j),(2.962204013417222-2.6544894641010223e-16j),(3.5023083677470357+2.7241623416741025j),(1+0j),(0.2640561371254202+0.9494643224972107j),(2.942720402315674+2.9256600654229965j),(0.6380870881176629+5.582545452308231j),(0.14454366638826582+2.573058951328611j),(1.4823886529830643+0j),(1.5451394884942973+2.1376822569077198e-06j),(1.530246231966442+0.0023094135580737237j),(0.9153986286839423+4.928756890414604j),(1.487344946738085+2.2510747962271398e-07j),(1.5943859662119089+0j)
30,550,(0.12486255933641738+3.338988442186651j),(0.9583597027517232+6.6869101050078115j),(1.7702141173023533+0j),(0.34996571229124024+2.715469498285183j),(1.518516883032838+4.3514100220163805e-07j),(2.3143263904533358+3.9816888307816125j),(3.1758759205078277+3.3264890022419973j),(0.9598423897704292+2.576240150255687j),(2.403626033557863+4.12402057129031e-05j),(1.9216000000000002+0.04805696j),(1.7404000000000002+0j),(1.7720922644549502+3.252441829946079j),(1.5035585462612588+0j),(2.1268763586500117+3.7161405458919177j),(1.5459+0j),(4.084316748806501+0.04100308151237861j),(2.0331-1.1479437019748901e-41j),(1.4599+0j),(1.8853495144137455+2.6092481815179402j),(2.9544+9.244463733058732e-33j),(3.500682114329636+2.7287575769890733j),(1+0j),(0.26340374317134385+0.9638177567016778j),(2.951489651544672+2.9312188871700737j),(0.6603678382339465+5.637066898902058j),(0.14368449407578227+2.605684837080551j),(1.4819835038414062+0j),(1.54493+2.1700000000000004e-06j),(1.5298698654463+0.00227814062415041j),(0.9292923451317318+4.975323280550342j),(1.48703+2.28e-07j),(1.5938440015439481+0j)
31,555,(0.12281745064679808+3.379943995030152j),(0.9807460511423569+6.748425106299834j),(1.7701160333417687+0j),(0.3321679167635884+2.7849580319166805j),(1.5182388692596458+4.337316024329318e-07j),(2.3413750293014184+4.004317705070388j),(3.196657640294339+3.3245656045945244j),(0.9157910075339498+2.5792186549219083j),(2.4020012584111075+4.8114788105003845e-05j),(1.917108541475534+0.048623603200079024j),(1.74+0j),(1.7824938666362014+3.281025351175704j),(1.5033000000000003+0j),(2.1408458589561388+3.738195718514973j),(1.5457000000000003+0j),(4.06813558192236+0.03249105883600219j),(2.032334223421045+5.477658514064478e-25j),(1.4597+0j),(1.8971228889917573+2.632632359654039j),(2.946842239104841+4.554383896867574e-17j),(3.4965652237079423+2.7349905489687125j),(1+0j),(0.2628196387434409+0.9784688945603589j),(2.956956422009571+2.93811674417538j),(0.6841855528730216+5.690648052269909j),(0.143495662188457+2.631616013536961j),(1.4815891139652804+0j),(1.5444360043244885+2.1853197074888258e-06j),(1.529507242880574+0.0022478389245459535j),(0.9433051891345559+5.02174335243109j),(1.4867024089270067+2.2647153561035992e-07j),(1.5933176165427374+0j)
32,560,(0.12095613411752557+3.420642130395733j),(1.0037140054077804+6.808045780118612j),(1.7700386838954976+0j),(0.3167404052498009+2.8460975756973763j),(1.518038787564053+4.323404779072691e-07j),(2.374728180839399+4.029186191836145j),(3.2121704948221392+3.3220950726637484j),(0.8670519934226643+2.587490971727581j),(2.4006204460487646+4.736797576087199e-05j),(1.9127+0.04919859j),(1.7396+0j),(1.7928229775764633+3.3094498230962093j),(1.5030380614926258+0j),(2.1545604925221826+3.759732820753169j),(1.5455+0j),(4.0525268014006075+0.037282470017905744j),(2.0316000000000005+8.609577764811676e-42j),(1.4595+0j),(1.91006927688846+2.6549047423926377j),(2.94-1.925929944387236e-34j),(3.4921479681160594+2.743211092200121j),(1+0j),(0.26230382384171125+0.9934177360732542j),(2.95912071371037+2.9463536364389147j),(0.7095402320348876+5.743288912411782j),(0.1438937430276879+2.6523443523309655j),(1.4812053928140378+0j),(1.5438900000000002+2.2e-06j),(1.529157706698489+0.002218508459260354j),(0.9574371606924146+5.06801710605685j),(1.4863899999999999+2.2500000000000002e-07j),(1.5928062135569+0j)
33,565,(0.11973994577942954+3.4609062293591037j),(1.0264784059573495+6.866683153370945j),(1.769988370996396+0j),(0.30171523389444416+2.8911162243201454j),(1.5177937109324466+4.3096915942067904e-07j),(2.406556142789055+4.054204135008328j),(3.2224372880092305+3.3190628160103017j),(0.8093563958648473+2.6045696578678688j),(2.399483338074399+3.900680744200775e-05j),(1.908397535770765+0.049781025383930755j),(1.7392000000000003+0j),(1.8025959950020887+3.3376455521584427j),(1.5027727307391348+0j),(2.168045603280069+3.781914604461704j),(1.5452+0j),(4.037625268257337+0.03183398705617175j),(2.0308482775028964-9.398176209165542e-26j),(1.4593+0j),(1.9242326777245928+2.6759941350364445j),(2.9343425519537347-7.814087401952208e-18j),(3.490422822598066+2.7553101673664138j),(1+0j),(0.26185629846615494+1.0086642812403637j),(2.9579825266470707+2.9559295639606793j),(0.7364318757195449+5.794989479327682j),(0.14445034504628468+2.675530734852462j),(1.4808316854283532+0j),(1.5435244855587724+2.2303994981593264e-06j),(1.5288206465174732+0.002190125614145822j),(0.9716882598053082+5.114144541427621j),(1.4861205996998756+2.280633067151266e-07j),(1.592309223539683+0j)
34,570,(0.11923833613590007+3.5007097033332464j),(1.0489273121990013+6.924467111614559j),(1.769965094644464+0j),(0.28681183196648496+2.9189059333926037j),(1.5175123051138293+4.296579219493878e-07j),(2.4336868243899534+4.078512223007904j),(3.227458019855611+3.315468834634184j),(0.7420615578474077+2.6309835011440437j),(2.3984073142936397+2.8005887346135667e-05j),(1.9042+0.050370130000000006j),(1.7388000000000001+0j),(1.8117401164023237+3.3656020465478758j),(1.5025057523394494+0j),(2.1813050065589987+3.804916112768069j),(1.5450000000000002+0j),(4.02235808822388+0.03367240219342382j),(2.0301000000000005+7.35401434077664e-42j),(1.4591+0j),(1.939613091500155+2.6959005375854597j),(2.9294-1.8055593228630336e-34j),(3.493673307443343+2.773256115076318j),(1+0j),(0.261477062616772+1.0242085300616877j),(2.954329535652006+2.9662120200349196j),(0.7648604839269935+5.8457497530176035j),(0.14510490727993325+2.7022581665144014j),(1.4804678324937948+0j),(1.54325+2.27e-06j),(1.5284955107285692+0.0021625487043156273j),(0.9860584864732365+5.160125658543404j),(1.48587+2.33e-07j),(1.591826104413556+0j)
35,575,(0.11923935835368399+3.5401410881761954j),(1.0719308954614204+6.981212493434902j),(1.769968854839702+0j),(0.2725330218720481+2.9358173332655846j),(1.5173283612268684+4.27384279309563e-07j),(2.4613+4.1014j),(3.22723269036128+3.311313128535395j),(0.6704217002119163+2.6649730020403437j),(2.397235481521334+1.8639011699049663e-05j),(1.900106243899875+0.05096512449633647j),(1.7384+0j),(1.82064839992333+3.3934224151705403j),(1.5022475938930973+0j),(2.194327114298351+3.829104372434043j),(1.5448000000000002+0j),(4.009289075349203+0.02914407908551289j),(2.0293761115615796+1.612472114348484e-26j),(1.4589+0j),(1.9562105182151468+2.714623950039682j),(2.9247024491727496+1.3406854430375137e-18j),(3.501664129445667+2.795172465823322j),(1+0j),(0.2611661162935624+1.0400504825372254j),(2.9493092176414177+2.976279575139676j),(0.7948260566572333+5.89556973348155j),(0.14570159486978837+2.7320072705080984j),(1.480113436132924+0j),(1.5429770823228766+2.312283303555215e-06j),(1.5281817485644+0.00213575411562198j),(1.0005478406961996+5.205960457404199j),(1.4856139928737393+2.3714862409888055e-07j),(1.5913563395417283+0j)
36,580,(0.11949724641114613+3.5793030469250233j),(1.0964491475194473+7.036715024766483j),(1.7699920797109872+0j),(0.25943352813281506+2.9488565762919463j),(1.517079012448991+4.25855522497841e-07j),(2.493175857187252+4.1223489769291j),(3.2225980280434223+3.3068511690168867j),(0.6005294308695376+2.704497907397894j),(2.3959678397574806+1.0906180500749742e-05j),(1.8961000000000001+0.05156533j),(1.7381000000000002+0j),(1.8297766218339495+3.421226219452489j),(1.502+0j),(2.207098489394519+3.8549049746595045j),(1.5446+0j),(3.9953842494042786+0.027099413644129093j),(2.0287+1.3228257503226273e-42j),(1.4587+0j),(1.9737744868648344+2.732430472250587j),(2.92+1.504632769052528e-35j),(3.5120825384397216+2.817387153478975j),(1+0j),(0.26092345949652607+1.0561901386669774j),(2.942931296995952+2.986124420550186j),(0.8263285939102643+5.944449420719521j),(0.14606981227703308+2.764209474646411j),(1.4797680984683033+0j),(1.5427500000000003+2.3399999999999996e-06j),(1.5278788383916955+0.002109741848064881j),(1.0151563224741975+5.251648938010004j),(1.4853900000000002+2.3700000000000002e-07j),(1.5908994363016655+0j)
37,585,(0.12001698585617618+3.618174726100829j),(1.1223767362943848+7.091051694902862j),(1.7700038638290516+0j),(0.24751614672757197+2.958315580952031j),(1.5168911237998457+4.244612384971485e-07j),(2.525926197934618+4.141984890366917j),(3.2169084547248312+3.3031071335700695j),(0.5327314123392235+2.7497072081645597j),(2.3946043890020805+4.807393751235903e-06j),(1.8921650008299833+0.05217006763805042j),(1.7377000000000002+0j),(1.8391407476847967+3.449036145031198j),(1.5017629706601583+0j),(2.219625102695806+3.8822646061422095j),(1.5444000000000002+0j),(3.9824909259464585+0.030080436374236852j),(2.028095053127628-2.766564769253595e-27j),(1.4586000000000001+0j),(1.991300866017095+2.750386891270964j),(2.9150427530097653-2.3002525627287423e-19j),(3.5232593731711916+2.833498189529491j),(1+0j),(0.2607484246614852+1.0726124134656558j),(2.935195773715609+2.995746556266449j),(0.8593680956860865+5.992388814731514j),(0.14622889180221557+2.7985535929010505j),(1.479431690434105+0j),(1.542613020503968+2.3359006805093847e-06j),(1.5275862865674659+0.0020845119016443293j),(1.02988393180723+5.297191100360821j),(1.4852354430576886+2.290449486915902e-07j),(1.5904549247507183+0j)
38,590,(0.12089497918290078+3.6563754733829477j),(1.1479469812569465+7.145508860541111j),(1.7700008975872874+0j),(0.23682200502270154+2.968994443509154j),(1.5167121044206744+4.230868260932768e-07j),(2.5549083686984657+4.161165151272729j),(3.210514716052125+3.3001881124225427j),(0.473165196324785+2.8033524205471143j),(2.393145129255134+3.426514505081395e-07j),(1.8883+0.05277875000000001j),(1.7373+0j),(1.84901916800341+3.4772606452750665j),(1.5015365058735717+0j),(2.232015554656181+3.9102061235539325j),(1.5442+0j),(3.969958836337503+0.030125700648925464j),(2.0275+2.802596928649634e-45j),(1.4584+0j),(2.0086846615039144+2.768604752676889j),(2.91+6.770847460736376e-36j),(3.5343172956465803+2.839644073709857j),(1+0j),(0.26063143655849547+1.0891009349234857j),(2.9261026478003895+3.0051459822884663j),(0.8924453773135403+6.039079898820837j),(0.14649874230461268+2.829917795880714j),(1.479103681426372+0j),(1.54238+2.3e-06j),(1.5273036335426968+0.0020600462275765273j),(1.0447226460606975+5.342594053715973j),(1.4850299999999999+2.29e-07j),(1.5900223563774247+0j)
39,595,(0.12216708476885679+3.6937636993369107j),(1.1725312169350572+7.200544266036719j),(1.7699831809856947+0j),(0.22736573801008475+2.9826012570414715j),(1.5164643930598969+4.2174651162964287e-07j),(2.582267353387783+4.180684622261897j),(3.2034168120253024+3.2980941055743074j),(0.42411373876155734+2.866457012950966j),(2.3915900605166396-2.48804640143354e-06j),(1.8845037511202258+0.05339078967536105j),(1.7369999999999999+0j),(1.8595154343911204+3.506051650642146j),(1.5013197856869063+0j),(2.244310240870327+3.938366063535257j),(1.544+0j),(3.958483562761623+0.027580304837667033j),(2.026853569672652+4.7466747203673245e-28j),(1.4582000000000002+0j),(2.0259258733252934+2.7870840564683643j),(2.9050410327686556+3.94660945997315e-20j),(3.5458067978526935+2.844027098620399j),(1+0j),(0.26056936744454656+1.1055850252556878j),(2.915651919250292+3.014322698616237j),(0.9234059795811234+6.08408002611265j),(0.1469924274180175+2.856491903511122j),(1.4787840011330617+0j),(1.5418647946533155+2.2323126133884757e-06j),(1.5270304629565485+0.0020362365331586803j),(1.059660936008517+5.387868014701562j),(1.4846533487801299+2.5258168375157834e-07j),(1.5896013029332787+0j)
40,600,(0.12379804613384403+3.7304480292762534j),(1.196360790159028+7.256135440282055j),(1.7699507140242725+0j),(0.21910222826923062+2.998826876531417j),(1.5162589896316176+4.195990839371604e-07j),(2.613314298598411+4.2024737697378445j),(3.195614742644363+3.2968251130253625j),(0.3848705501537198+2.9381732377418768j),(2.3899391827865983-3.6846998045891387e-06j),(1.8808000000000002+0.054005670000000006j),(1.7366000000000001+0j),(1.870611615673454+3.5353252308417513j),(1.50110789038016+0j),(2.256434098251307+3.966697461926049j),(1.5438+0j),(3.9471384000145946+0.025409618502006844j),(2.0262000000000002-1.401298464324817e-45j),(1.4579999999999997+0j),(2.0430245014812316+2.805824802645388j),(2.9+1.88079096131566e-37j),(3.557027644519879+2.849487789299081j),(1+0j),(0.2605622173196384+1.122064684462263j),(2.9038651877434174+3.023275028140136j),(0.9522329176823524+6.127385706974162j),(0.14766113051132979+2.8790956884725425j),(1.4784722222222+0j),(1.54137+2.15e-06j),(1.5267663580247+0.00201306476960699j),(1.0746987107593526+5.433013063860958j),(1.4843200000000003+2.76e-07j),(1.589191355338178+0j)
41,605,(0.12554265047547103+3.767183964527006j),(1.2209535153129554+7.312134955407273j),(1.7699034967030216+0j),(0.21173547057844502+3.015643071232099j),(1.5160910924921012+4.179473612865613e-07j),(2.6475799741909696+4.225438684987803j),(3.1871085079093078+3.29638113477571j),(0.350521916252247+3.0126049143614937j),(2.3881924960650105-3.2473087589586567e-06j),(1.8772124924486637+0.054622874309783354j),(1.7363+0j),(1.8821829985064267+3.564497641221325j),(1.5009000000000001+0j),(2.2678650545503007+3.994873677687461j),(1.5436+0j),(3.936689022000814+0.02493571851743874j),(2.0255835288364583-8.144006296679961e-29j),(1.4579+0j),(2.0599805459717295+2.824826991207961j),(2.8947110503783007-6.7713113255147935e-21j),(3.567649194255246+2.857218080835887j),(1+0j),(0.2606099861837711+1.138539912543211j),(2.8932912152955628+3.0318050719243987j),(0.9789261916172282+6.168996941405377j),(0.14818720447801542+2.903063366052539j),(1.478168137502526+0j),(1.5411982115761382+2.0702236391597606e-06j),(1.526510922893951+0.0019905309369214566j),(1.0898359703132052+5.4780292011941665j),(1.4842444642615336+2.7546494879893985e-07j),(1.588792122653929+0j)
42,610,(0.12735385072488567+3.804116457239129j),(1.24658529053286+7.368516012961317j),(1.769876360532218+0j),(0.20521165909046923+3.0326811629386268j),(1.5158447682553127+4.165565680975377e-07j),(2.681956961091938+4.244412372593361j),(3.1781600353283808+3.2967675288897627j),(0.32012508100876197+3.088620788609431j),(2.3864147329992007-1.994277690857002e-06j),(1.8737+0.05524196000000001j),(1.7360000000000002+0j),(1.8942056551129238+3.59345688324493j),(1.5006961145464257+0j),(2.278502943834713+4.022832040749682j),(1.5434+0j),(3.926259357296126+0.024815931579535738j),(2.0250000000000004-3.0653403907105373e-45j),(1.4576999999999998+0j),(2.076830434148281+2.843764944467882j),(2.8894000000000006+8.228460455756013e-38j),(3.577830506288735+2.867645433423767j),(1+0j),(0.26071267403694465+1.1550107094985316j),(2.8856795758328277+3.0397769840893893j),(1.0034858013857502+6.208913729406292j),(0.14851335757740827+2.9293570305772594j),(1.4778715595002274+0j),(1.5411400000000002+2e-06j),(1.5262637819110343+0.00196863503510208j),(1.105072714670075+5.522916426701184j),(1.48417+2.6500000000000006e-07j),(1.588403231122362+0j)
43,615,(0.12921146112224832+3.8414093525671653j),(1.27318702604135+7.425082543106851j),(1.7699090839867617+0j),(0.1994394471503184+3.0490725987104477j),(1.515725497287877+4.151768983952466e-07j),(2.715760147820636+4.259128857322905j),(3.1690616507097813+3.2979902752683015j),(0.29377329042963035+3.165601073457326j),(2.384683846123228-9.111479237746187e-07j),(1.8702212941877938+0.055862484465938896j),(1.7357000000000005+0j),(1.9067249028583042+3.62211857820899j),(1.5004962340194372+0j),(2.288485420719763+4.0505845671495315j),(1.5432000000000001+0j),(3.9155598607133797+0.02360679547178903j),(2.0244452573085985+1.3972905764065133e-29j),(1.4576+0j),(2.093614820980797+2.8622751878361172j),(2.8842926649615426+1.16177335335726e-21j),(3.588361366011718+2.8788328413571103j),(1+0j),(0.260870280879159+1.1714770753282246j),(2.8810302693552123+3.047190764635108j),(1.0259117469879182+6.247136070976906j),(0.1486897514317657+2.9578048760609943j),(1.477582101550566+0j),(1.540985935889855+1.94634555165296e-06j),(1.5260245844365778+0.001947363067659171j),(1.1204089438299614+5.567674740382012j),(1.483839865650669+2.586286234547827e-07j),(1.5880243232621583+0j)
44,620,(0.131+3.8800000000000003j),(1.300384488956972+7.480772510576693j),(1.7700017102161638+0j),(0.1939240448889771+3.0601127596892246j),(1.515469868805006+4.1381713032567893e-07j),(2.7462413343197567+4.272481855430078j),(3.1598135714060107+3.30004937835755j),(0.272+3.2400000000000007j),(2.383+2.0844951436336297e-22j),(1.8668+0.05648406j),(1.7354+0j),(1.92+3.6500000000000004j),(1.500299533539115+0j),(2.2986000000000004+4.0782j),(1.5430000000000001+0j),(3.905797254546389+0.02198711882287526j),(2.0239000000000003-1.7516230804060213e-46j),(1.4574+0j),(2.110333736697396+2.8803574510590346j),(2.88-1.6163047323806453e-38j),(3.5999999999999996+2.8899999999999997j),(1+0j),(0.2610828067104141+1.1879390100322906j),(2.879343295862716+3.054046413561555j),(1.0462040284237326+6.2836639661172216j),(0.1489859990029596+2.987483465051179j),(1.477299709444995+0j),(1.54073+1.9000000000000002e-06j),(1.5257930120386018+0.0019266310556545975j),(1.1358446577928645+5.612304142236651j),(1.48345+2.5600000000000007e-07j),(1.5876550570209393+0j)
